lastname,firstname,Ccode,Word Count,year,i1,i2,i3,i4a,i4b,i5ap,i5pr,i5re,i5op,i5th,i5pu,p1,p2,p3,p4,p5,name
Kumaratunga,Chandrinka,780,35472,2004,0.558441558,0.217893218,0.273986619,0.441558442,0.493506494,0.593073593,0.047619048,0.138528139,0.0995671,0.012987013,0.108225108,0.414798206,0.233183857,0.096787589,0.20569902,0.980090888,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,28788,2005,0.625,0.340909091,0.22543905,0.375,0.681818182,0.517045455,0.028409091,0.267045455,0.096590909,0.017045455,0.073863636,0.328519856,0.157240273,0.095170448,0.174776564,0.983366436,Chandrinka Kumaratunga
Lenin,Vladimir,365,8561,1917,0.043478261,-0.217391304,0.224196597,0.956521739,0.956521739,0.391304348,0.043478261,0.086956522,0,0.043478261,0.434782609,0.131313131,0.001683502,0.080624426,0.104072398,0.991609223,Vladimir Lenin
Lenin,Vladimir,365,25907,1919,0.083333333,-0.010416667,0.108333333,0.916666667,0.979166667,0.322916667,0,0.21875,0.177083333,0.010416667,0.270833333,0.104874446,0.011324471,0.06793417,0.124191462,0.991563156,Vladimir Lenin
Lenin,Vladimir,365,7947,1920,0.12195122,-0.056910569,0.157644259,0.87804878,0.926829268,0.365853659,0,0.195121951,0.097560976,0,0.341463415,-0.254098361,-0.255464481,0.106812685,0.143859649,0.984633965,Vladimir Lenin
Lubumba,Patrice,490,5215,1960,0.434782609,0.166666667,0.216257089,0.565217391,0.347826087,0.543478261,0.043478261,0.130434783,0.086956522,0.152173913,0.043478261,0.246753247,0.090909091,0.082543431,0.23,0.981015011,Patrice Lubumba
Marcos ,Ferdinand,840,31414,1969,0.489932886,0.288590604,0.126525832,0.510067114,0.88590604,0.382550336,0.053691275,0.308724832,0.093959732,0.026845638,0.134228188,0.579856115,0.411031175,0.1532165,0.176540284,0.972951115,Ferdinand Marcos 
Marcos ,Ferdinand,840,22282,1970,0.451327434,0.247787611,0.145931553,0.548672566,0.672566372,0.442477876,0.053097345,0.230088496,0.159292035,0.008849558,0.10619469,0.510280374,0.360124611,0.118793956,0.174382716,0.979284387,Ferdinand Marcos 
Marcos ,Ferdinand,840,15750,1971,0.494505495,0.252747253,0.148508634,0.505494505,0.791208791,0.43956044,0.054945055,0.252747253,0.098901099,0.010989011,0.142857143,0.487323944,0.339906103,0.132343583,0.204035874,0.972997161,Ferdinand Marcos 
Marcos ,Ferdinand,840,8983,1974,0.487804878,0.195121951,0.220107079,0.512195122,0.634146341,0.536585366,0.024390244,0.182926829,0.097560976,0.024390244,0.134146341,0.318681319,0.131868132,0.100615868,0.310606061,0.968748102,Ferdinand Marcos 
Marcos ,Ferdinand,840,6021,1975,0.416666667,0.076388889,0.3375,0.583333333,0.291666667,0.645833333,0.020833333,0.041666667,0.104166667,0.083333333,0.104166667,0.358208955,0.151741294,0.124526621,0.263736264,0.967157814,Ferdinand Marcos 
Mendes,Pierre ,220,18680,1954,0.453125,0.177083333,0.190673828,0.546875,0.59375,0.515625,0.046875,0.1640625,0.109375,0.03125,0.1328125,0.407098121,0.212943633,0.114533148,0.210873147,0.975848035,Pierre  Mendes
Milosevic,Slobodan,345,10441,1992,0.555555556,0.236111111,0.248148148,0.444444444,0.527777778,0.569444444,0.041666667,0.166666667,0.097222222,0.027777778,0.097222222,0.196721311,0.049180328,0.098065036,0.227848101,0.977656068,Slobodan Milosevic
Milosevic,Slobodan,345,5042,1993,0.714285714,0.26984127,0.405442177,0.285714286,0.428571429,0.69047619,0.047619048,0.119047619,0.047619048,0,0.095238095,0.521126761,0.190140845,0.212180123,0.22826087,0.951567581,Slobodan Milosevic
Milosevic,Slobodan,345,8259,1999,0.290322581,0.091397849,0.12591051,0.709677419,0.677419355,0.435483871,0.048387097,0.161290323,0.14516129,0.032258065,0.177419355,0,-0.106918239,0.11505874,0.226277372,0.973964811,Slobodan Milosevic
Milosevic,Slobodan,345,6828,2000,-0.238095238,-0.317460317,0.123809524,0.761904762,0.952380952,0.238095238,0.047619048,0.095238095,0.095238095,0.095238095,0.428571429,-0.043478261,-0.072463768,0.057116852,0.092105263,0.994739237,Slobodan Milosevic
Netanyahu,Benjamin,666,82789,2009,0.580052493,0.262904637,0.212598425,0.419947507,0.514435696,0.539370079,0.086614173,0.164041995,0.097112861,0.019685039,0.093175853,0.363867684,0.188634436,0.088652953,0.279427943,0.975227888,Benjamin Netanyahu
Netanyahu,Benjamin,666,137448,2010,0.573033708,0.285446763,0.197265857,0.426966292,0.524879615,0.519261637,0.080256822,0.186998395,0.117977528,0.020064205,0.075441413,0.270708796,0.101243002,0.102979953,0.26181971,0.973037819,Benjamin Netanyahu
Netanyahu,Benjamin,666,99397,2011,0.600840336,0.284663866,0.216424511,0.399159664,0.516806723,0.540966387,0.080882353,0.178571429,0.094537815,0.025210084,0.079831933,0.33443299,0.133883162,0.109216316,0.281907018,0.969211154,Benjamin Netanyahu
Netanyahu,Benjamin,666,57133,2012,0.548736462,0.247292419,0.196217858,0.451263538,0.545126354,0.523465704,0.079422383,0.171480144,0.097472924,0.027075812,0.101083032,0.277667329,0.119063397,0.092263121,0.26854096,0.975223573,Benjamin Netanyahu
Netanyahu,Benjamin,666,60006,2013,0.57807309,0.274086379,0.223333076,0.42192691,0.475083056,0.546511628,0.079734219,0.162790698,0.124584718,0.011627907,0.074750831,0.312460064,0.134824281,0.093364472,0.277803415,0.974063031,Benjamin Netanyahu
Netanyahu,Benjamin,666,67842,2014,0.424908425,0.194749695,0.181354909,0.575091575,0.538461538,0.5,0.042124542,0.17032967,0.163003663,0.025641026,0.098901099,0.142707789,0.002962189,0.09010072,0.22204148,0.979993903,Benjamin Netanyahu
Netanyahu,Benjamin,666,71804,2015,0.385435169,0.148608644,0.138353593,0.614564831,0.593250444,0.465364121,0.06749556,0.159857904,0.11722913,0.053285968,0.136767318,0.150859951,0.029156429,0.071689754,0.216705158,0.984464461,Benjamin Netanyahu
Netanyahu,Benjamin,666,53142,2016,0.529411765,0.259426848,0.178923445,0.470588235,0.628959276,0.495475113,0.054298643,0.214932127,0.099547511,0.036199095,0.099547511,0.26173542,0.113798009,0.093048892,0.239177489,0.9777448,Benjamin Netanyahu
Nimeiry,Gaafar,625,6985,1978,0.75,0.416666667,0.2125,0.25,0.916666667,0.458333333,0.083333333,0.333333333,0,0,0.125,0.296442688,0.175230567,0.107438017,0.086642599,0.990691291,Gaafar Nimeiry
Nu,U,775,11577,1947,0.582089552,0.213930348,0.299621297,0.417910448,0.537313433,0.611940299,0.029850746,0.149253731,0.059701493,0.029850746,0.119402985,0.285223368,0.105383734,0.09867857,0.187150838,0.981532223,U Nu
Nu,U,775,28407,1948,0.345132743,0.174041298,0.122813063,0.654867257,0.831858407,0.398230088,0.017699115,0.256637168,0.132743363,0.03539823,0.159292035,0.169230769,0.033136095,0.087601695,0.117954071,0.989667023,U Nu
Nu,U,775,21564,1949,0.446153846,0.123076923,0.190248521,0.553846154,0.615384615,0.515384615,0.076923077,0.130769231,0.038461538,0.061538462,0.176923077,0.175324675,0.016774892,0.098229044,0.174262735,0.982882338,U Nu
Nu,U,775,19748,1960,0.950617284,0.456790123,0.471787837,0.049382716,0.469135802,0.716049383,0.049382716,0.209876543,0,0,0.024691358,0.506134969,0.186605317,0.261026008,0.110504775,0.97115538,U Nu
Olmert,Ehud,666,85864,2006,0.500725689,0.213352685,0.167944119,0.499274311,0.423802612,0.505079826,0.117561684,0.127721335,0.100145138,0.065312046,0.084179971,0.305667113,0.132678864,0.08369411,0.235153584,0.98031903,Ehud Olmert
Olmert,Ehud,666,68971,2007,0.591647332,0.271461717,0.210714843,0.408352668,0.422273782,0.542923434,0.104408353,0.148491879,0.088167053,0.053364269,0.062645012,0.36835443,0.179957806,0.095528601,0.214321233,0.979526192,Ehud Olmert
Olmert,Ehud,666,130406,2008,0.535676251,0.249201278,0.184618264,0.464323749,0.536741214,0.512247071,0.079872204,0.17571885,0.10543131,0.034078807,0.092651757,0.447062728,0.248700077,0.108031146,0.237601215,0.974331669,Ehud Olmert
Olmert,Ehud,666,36995,2009,0.45686901,0.193823216,0.183741796,0.54313099,0.549520767,0.511182109,0.051118211,0.166134185,0.121405751,0.041533546,0.108626198,0.287815126,0.12429972,0.086446932,0.24743083,0.978610364,Ehud Olmert
Putin ,Vladimir ,365,9071,2000,0.757575758,0.297979798,0.409917355,0.242424242,0.333333333,0.696969697,0.075757576,0.106060606,0.03030303,0.03030303,0.060606061,0.460176991,0.252212389,0.090954656,0.226027397,0.979441756,Vladimir  Putin 
Rajapaska ,Mahinda,780,8164,2005,0.82,0.51,0.14848,0.18,0.58,0.39,0.25,0.27,0.03,0.04,0.02,0.725663717,0.486725664,0.123987783,0.306748466,0.961966938,Mahinda Rajapaska 
Rajapaska ,Mahinda,780,10278,2006,0.542168675,0.224899598,0.234257512,0.457831325,0.578313253,0.554216867,0.048192771,0.168674699,0.096385542,0.012048193,0.120481928,0.439393939,0.234848485,0.131129477,0.239193084,0.968634736,Mahinda Rajapaska 
Ramos,Fidel,840,4918,1994,0.583333333,0.381944444,0.194791667,0.416666667,0.875,0.416666667,0,0.375,0.083333333,0.0625,0.0625,0.469026549,0.333333333,0.167170491,0.298136646,0.95016035,Fidel Ramos
Ramos,Fidel,840,4484,1995,0.457627119,0.225988701,0.146452169,0.542372881,0.610169492,0.457627119,0.084745763,0.186440678,0.152542373,0,0.118644068,0.452830189,0.29245283,0.147098612,0.357575758,0.947401103,Fidel Ramos
Ramos,Fidel,840,5177,1996,0.409090909,0.189393939,0.152066116,0.590909091,0.954545455,0.386363636,0.022727273,0.295454545,0.068181818,0,0.227272727,0.622641509,0.339622642,0.212246351,0.293333333,0.93774107,Fidel Ramos
Ramos,Fidel,840,6382,1997,0.428571429,0.198412698,0.182312925,0.571428571,0.571428571,0.5,0.023809524,0.19047619,0.142857143,0.047619048,0.095238095,0.522123894,0.294985251,0.141232673,0.270967742,0.961730502,Fidel Ramos
Sadat,Anwar,651,10393,1970,0.407407407,0.189300412,0.179515318,0.592592593,0.518518519,0.49382716,0.049382716,0.160493827,0.185185185,0.012345679,0.098765432,0.251851852,0.120987654,0.111473251,0.230769231,0.974275404,Anwar Sadat
Sadat,Anwar,651,41656,1971,0.23655914,0.078853047,0.12750607,0.76344086,0.537634409,0.440860215,0.037634409,0.139784946,0.193548387,0.059139785,0.129032258,0.164279697,0.01713002,0.095829078,0.238614496,0.977133793,Anwar Sadat
Sese Seko,Mobutu,490,4098,1971,0.6,0.346666667,0.1744,0.4,0.56,0.48,0.08,0.24,0.12,0.04,0.04,0.325,0.1,0.161125,0.238095238,0.961636905,Mobutu Sese Seko
Sharon,Ariel,666,35235,2004,0.5625,0.234848485,0.235569473,0.4375,0.551136364,0.559659091,0.051136364,0.170454545,0.073863636,0.039772727,0.105113636,0.404761905,0.208152958,0.091617473,0.275862069,0.974726214,Ariel Sharon
Sharon,Ariel,666,46702,2005,0.593220339,0.279257466,0.203198706,0.406779661,0.460048426,0.532687651,0.10653753,0.157384988,0.099273608,0.031476998,0.072639225,0.385964912,0.19502924,0.088989843,0.265936896,0.976334317,Ariel Sharon
Singh,Charan,750,14089,1979,0.634146341,0.296747967,0.262581797,0.365853659,0.390243902,0.585365854,0.073170732,0.158536585,0.085365854,0.06097561,0.036585366,0.472312704,0.30184582,0.103090749,0.210796915,0.978268788,Charan Singh
Tito,Josip,345,5580,1954,0.407407407,0.160493827,0.193415638,0.592592593,0.814814815,0.481481481,0,0.222222222,0.111111111,0,0.185185185,0.128205128,-0.014957265,0.108086785,0.147540984,0.984052769,Josip Tito
Ulbricht,Walter,265,6618,1969,0.92,0.36,0.73888,0.08,0.16,0.88,0,0.08,0.04,0,0,0.276315789,0.122807018,0.11049169,0.141242938,0.984393829,Walter Ulbricht
Vajpayee,Bihary,750,10694,1998,0.7,0.320833333,0.29575,0.3,0.325,0.6125,0.1125,0.125,0.0875,0.025,0.0375,0.549407115,0.338603426,0.136121483,0.24024024,0.967298142,Bihary Vajpayee
Vajpayee,Bihary,750,12674,1999,0.7,0.32,0.36568,0.3,0.32,0.66,0.06,0.13,0.12,0,0.03,0.553030303,0.299242424,0.139084022,0.274725275,0.961790104,Bihary Vajpayee
Vajpayee,Bihary,750,15478,2000,0.546391753,0.216494845,0.354660432,0.453608247,0.371134021,0.649484536,0,0.12371134,0.144329897,0.020618557,0.06185567,0.455445545,0.25990099,0.131908636,0.193612774,0.974460803,Bihary Vajpayee
Vajpayee,Bihary,750,13743,2001,0.592592593,0.25,0.213786008,0.407407407,0.666666667,0.527777778,0.083333333,0.185185185,0.055555556,0,0.148148148,0.587837838,0.356981982,0.154620161,0.267326733,0.958665898,Bihary Vajpayee
Zedong,Mao,710,5697,1954,0.36,0.2,0.13984,0.64,0.32,0.44,0.12,0.12,0.24,0.04,0.04,0,-0.026819923,0.059611574,0.125628141,0.992511109,Mao Zedong
Zedong,Mao,710,4577,1956,0.185185185,-0.037037037,0.150617284,0.814814815,0.740740741,0.444444444,0.037037037,0.111111111,0.111111111,0.037037037,0.259259259,0.089655172,-0.002298851,0.096161712,0.156976744,0.984904847,Mao Zedong
Zedong,Mao,710,70577,1957,0.316770186,0.089026915,0.207160218,0.683229814,0.49689441,0.52173913,0.027950311,0.108695652,0.186335404,0.01552795,0.139751553,0.112684366,0.029498525,0.083461091,0.159643034,0.986676018,Mao Zedong
Zedong,Mao,710,5906,1958,0.458333333,0.222222222,0.261458333,0.541666667,0.25,0.5625,0.0625,0.104166667,0.229166667,0.020833333,0.020833333,0.203252033,0.056910569,0.142097958,0.280701754,0.960112854,Mao Zedong
Zedong,Mao,710,5078,1960,0.0625,-0.072916667,0.12109375,0.9375,0.9375,0.3125,0.03125,0.1875,0.125,0,0.34375,0.048192771,-0.034136546,0.060937727,0.161616162,0.990151478,Mao Zedong
Zedong,Mao,710,5355,1961,0.405405405,0.099099099,0.2917458,0.594594595,0.540540541,0.594594595,0,0.108108108,0.135135135,0,0.162162162,0.156626506,-0.014056225,0.130962404,0.18226601,0.976130005,Mao Zedong
Zedong,Mao,710,5982,1963,0.157894737,-0.043859649,0.15734072,0.842105263,0.894736842,0.421052632,0,0.157894737,0.105263158,0.026315789,0.289473684,-0.268292683,-0.292682927,0.13845925,0.188118812,0.97395321,Mao Zedong
Zedong,Mao,710,10464,1964,-0.014084507,-0.126760563,0.123983337,0.985915493,0.873239437,0.352112676,0.014084507,0.126760563,0.183098592,0.014084507,0.309859155,-0.041198502,-0.107365793,0.087892943,0.210059172,0.981537281,Mao Zedong
Zedong,Mao,710,11515,1965,-0.029411765,-0.088235294,0.100519031,0.970588235,0.441176471,0.382352941,0.029411765,0.073529412,0.25,0.117647059,0.147058824,0.10701107,-0.006150062,0.081450416,0.200589971,0.983661863,Mao Zedong
Zedong,Mao,710,6512,1967,-0.025641026,-0.145299145,0.168441815,0.974358974,0.717948718,0.41025641,0,0.076923077,0.230769231,0,0.282051282,-0.139072848,-0.260485651,0.17161528,0.205263158,0.964773706,Mao Zedong
Zedong,Mao,710,8355,1968,0,-0.152777778,0.144791667,1,0.625,0.416666667,0.041666667,0.041666667,0.1875,0.041666667,0.270833333,-0.013215859,-0.13215859,0.128102622,0.174545455,0.97764027,Mao Zedong
